uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesOrg,periods,listTypesOrg
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,membership,http://www.wikidata.org/entity/Q123885,Royal Society,6,academy of sciences | learned society | national academy | open-access publisher | organization | publishing company,1890-1919,"['academy of sciences', 'learned society', 'national academy', 'open-access publisher', 'organization', 'publishing company']"
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,membership,http://www.wikidata.org/entity/Q466089,American Philosophical Society,2,learned society | nonprofit organization,1890-1919,"['learned society', 'nonprofit organization']"
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,employment,http://www.wikidata.org/entity/Q3151762,Linus Pauling Institute,1,research institute,1890-1919,['research institute']
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,membership,http://www.wikidata.org/entity/Q651690,Polish Academy of Sciences,4,academy of sciences | learned society | national academy | open-access publisher,1890-1919,"['academy of sciences', 'learned society', 'national academy', 'open-access publisher']"
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,membership,http://www.wikidata.org/entity/Q543804,German Academy of Sciences Leopoldina,3,academy of sciences | learned society | national academy,1890-1919,"['academy of sciences', 'learned society', 'national academy']"
http://www.wikidata.org/entity/Q48983,Linus Pauling,1901,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1890-1919,"['academic publisher', 'learned society', 'nonprofit organization']"
http://www.wikidata.org/entity/Q4945589,Crystal Eastman,1881,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,international organization | non-governmental organization | nonprofit organization | women's organization,1860-1889,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q4945589,Crystal Eastman,1881,membership,http://www.wikidata.org/entity/Q623009,National Woman's Party,2,organization | political party,1860-1889,"['organization', 'political party']"
http://www.wikidata.org/entity/Q4945589,Crystal Eastman,1881,membership,http://www.wikidata.org/entity/Q5747151,Heterodoxy,1,discussion group,1860-1889,['discussion group']
http://www.wikidata.org/entity/Q496482,Andreas Buro,1928,employment,http://www.wikidata.org/entity/Q50662,Goethe University Frankfurt,4,comprehensive university | local internet registry | organization | public university,1920-1949,"['comprehensive university', 'local internet registry', 'organization', 'public university']"
http://www.wikidata.org/entity/Q4965649,Brian Willson,1941,membership,http://www.wikidata.org/entity/Q7923676,Veterans for Peace,1,organization,1920-1949,['organization']
http://www.wikidata.org/entity/Q4971803,Ellen Palmstierna,1869,membership,http://www.wikidata.org/entity/Q101219269,Föreningen för kvinnans politiska rösträtt i Jönköping,1,organization,1860-1889,['organization']
http://www.wikidata.org/entity/Q4976473,Naima Sahlbom,1871,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,international organization | non-governmental organization | nonprofit organization | women's organization,1860-1889,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q5006416,C. E. M. Joad,1891,employment,http://www.wikidata.org/entity/Q375606,"Birkbeck, University of London",4,constituent college | educational organization | higher education institution | public research university,1890-1919,"['constituent college', 'educational organization', 'higher education institution', 'public research university']"
http://www.wikidata.org/entity/Q50368769,Märta Bucht,1882,membership,http://www.wikidata.org/entity/Q101219281,Föreningen för kvinnans politiska rösträtt i Luleå,1,organization,1860-1889,['organization']
http://www.wikidata.org/entity/Q50403214,Mary Dingman,1875,employment,http://www.wikidata.org/entity/Q643370,Young Women’s Christian Association,3,nonprofit organization | religious organization | women's organization,1860-1889,"['nonprofit organization', 'religious organization', ""women's organization""]"
http://www.wikidata.org/entity/Q50403214,Mary Dingman,1875,employment,http://www.wikidata.org/entity/Q1065,United Nations,2,intergovernmental organization | international organization,1860-1889,"['intergovernmental organization', 'international organization']"
http://www.wikidata.org/entity/Q5052605,"Catherine Courtney, Baroness Courtney of Penwith",1847,employment,http://www.wikidata.org/entity/Q7593873,"St Jude's Church, Kensington",1,church building,1830-1859,['church building']
http://www.wikidata.org/entity/Q505362,Francesco Calogero,1935,employment,http://www.wikidata.org/entity/Q60650497,"Department of Statistical Sciences, Sapienza University of Rome",1,academic department,1920-1949,['academic department']
http://www.wikidata.org/entity/Q505362,Francesco Calogero,1935,employment,http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,2,organization | public university,1920-1949,"['organization', 'public university']"
http://www.wikidata.org/entity/Q50571960,Luz Marina Bernal,1959,membership,http://www.wikidata.org/entity/Q130469048,MAFAPO,3,human rights organization | organization | women's organization,1950-1979,"['human rights organization', 'organization', ""women's organization""]"
http://www.wikidata.org/entity/Q51094,Yuri Shevchuk,1957,membership,http://www.wikidata.org/entity/Q949424,DDT,1,musical group,1950-1979,['musical group']
http://www.wikidata.org/entity/Q5147724,Colman McCarthy,1938,employment,http://www.wikidata.org/entity/Q168000,American University,3,private not-for-profit educational institution | private university | research university,1920-1949,"['private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q5147724,Colman McCarthy,1938,employment,http://www.wikidata.org/entity/Q846101,Georgetown University Law Center,1,law school,1920-1949,['law school']
http://www.wikidata.org/entity/Q515387,Lillian Wald,1867,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,international organization | non-governmental organization | nonprofit organization | women's organization,1860-1889,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q517138,Siri Derkert,1888,employment,http://www.wikidata.org/entity/Q78898737,Bonniers veckotidning,1,periodical,1860-1889,['periodical']
http://www.wikidata.org/entity/Q517138,Siri Derkert,1888,employment,http://www.wikidata.org/entity/Q18816637,Birgitta school,1,school,1860-1889,['school']
http://www.wikidata.org/entity/Q5232589,David Cortright,1946,employment,http://www.wikidata.org/entity/Q7157308,Peace Action,1,peace organization,1920-1949,['peace organization']
http://www.wikidata.org/entity/Q5232589,David Cortright,1946,employment,http://www.wikidata.org/entity/Q45132619,"Kroc Institute for International Peace Studies, University of Notre Dame",1,academic institution,1920-1949,['academic institution']
http://www.wikidata.org/entity/Q5249864,DeeDee Halleck,1940,employment,http://www.wikidata.org/entity/Q1446181,Hunter College,2,public educational institution of the united states | university,1920-1949,"['public educational institution of the united states', 'university']"
http://www.wikidata.org/entity/Q5249864,DeeDee Halleck,1940,employment,http://www.wikidata.org/entity/Q1783603,Long Island University,1,university,1920-1949,['university']
http://www.wikidata.org/entity/Q5249864,DeeDee Halleck,1940,employment,http://www.wikidata.org/entity/Q622664,"University of California, San Diego",2,public educational institution of the united states | public university,1920-1949,"['public educational institution of the united states', 'public university']"
http://www.wikidata.org/entity/Q5249864,DeeDee Halleck,1940,employment,http://www.wikidata.org/entity/Q499451,Rutgers University,4,colonial colleges | land-grant university | public research university | sea grant institution,1920-1949,"['colonial colleges', 'land-grant university', 'public research university', 'sea grant institution']"
http://www.wikidata.org/entity/Q5249864,DeeDee Halleck,1940,employment,http://www.wikidata.org/entity/Q1279835,School of Visual Arts,3,art academy | private for-profit educational institution | university,1920-1949,"['art academy', 'private for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q5249864,DeeDee Halleck,1940,employment,http://www.wikidata.org/entity/Q49210,New York University,4,private not-for-profit educational institution | private university | research university | workplace,1920-1949,"['private not-for-profit educational institution', 'private university', 'research university', 'workplace']"
http://www.wikidata.org/entity/Q5298378,Dorothy Detzer,1893,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,8,international organization | non-governmental organization | nonprofit organization | women's organization,1890-1919,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q5301942,Douglas James Roche,1929,employment,http://www.wikidata.org/entity/Q640694,University of Alberta,5,autonomous university | comprehensive academic and research university | corporation | open-access publisher | public research university,1920-1949,"['autonomous university', 'comprehensive academic and research university', 'corporation', 'open-access publisher', 'public research university']"
http://www.wikidata.org/entity/Q5326447,Earle L. Reynolds,1910,employment,http://www.wikidata.org/entity/Q1047293,"University of California, Santa Cruz",2,public educational institution of the united states | university campus,1890-1919,"['public educational institution of the united states', 'university campus']"
http://www.wikidata.org/entity/Q533306,Randall Forsberg,1943,membership,http://www.wikidata.org/entity/Q113620875,Boston study group,1,peace organization,1920-1949,['peace organization']
http://www.wikidata.org/entity/Q5334888,Ed Grothus,1923,employment,http://www.wikidata.org/entity/Q379848,Los Alamos National Laboratory,2,facility | united states national laboratory,1920-1949,"['facility', 'united states national laboratory']"
http://www.wikidata.org/entity/Q5341628,Edward Atkinson,1827,membership,http://www.wikidata.org/entity/Q2583804,American Anti-Imperialist League,1,political organization,1800-1829,['political organization']
http://www.wikidata.org/entity/Q5341628,Edward Atkinson,1827,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1800-1829,"['academic publisher', 'learned society', 'nonprofit organization']"
http://www.wikidata.org/entity/Q5344073,Edward Lawrence Wheelwright,1921,employment,http://www.wikidata.org/entity/Q487556,University of Sydney,1,public research university,1920-1949,['public research university']
http://www.wikidata.org/entity/Q539960,Scilla Elworthy,1943,membership,http://www.wikidata.org/entity/Q322431,World Future Council,2,foundation | nonprofit organization,1920-1949,"['foundation', 'nonprofit organization']"
http://www.wikidata.org/entity/Q539995,Sumaya Farhat Naser,1948,employment,http://www.wikidata.org/entity/Q510029,Birzeit University,1,university,1920-1949,['university']
http://www.wikidata.org/entity/Q5433955,Fannie Fern Andrews,1867,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,international organization | peace organization | women's organization,1860-1889,"['international organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q5438718,Fawaz Gerges,1958,employment,http://www.wikidata.org/entity/Q49088,Columbia University,5,colonial colleges | organization | private not-for-profit educational institution | private university | research university,1950-1979,"['colonial colleges', 'organization', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q5438718,Fawaz Gerges,1958,employment,http://www.wikidata.org/entity/Q13371,Harvard University,4,colonial colleges | private not-for-profit educational institution | private university | research university,1950-1979,"['colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q5438718,Fawaz Gerges,1958,employment,http://www.wikidata.org/entity/Q174570,London School of Economics and Political Science,3,educational organization | higher education institution | public research university,1950-1979,"['educational organization', 'higher education institution', 'public research university']"
http://www.wikidata.org/entity/Q5443535,Fenner Brockway,1888,membership,http://www.wikidata.org/entity/Q6926627,Liberation,1,organization,1860-1889,['organization']
http://www.wikidata.org/entity/Q5443535,Fenner Brockway,1888,membership,http://www.wikidata.org/entity/Q16867362,No Conscription Fellowship,1,pacifist organisation,1860-1889,['pacifist organisation']
http://www.wikidata.org/entity/Q5478586,Frances Crowe,1919,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,international organization | non-governmental organization | nonprofit organization | women's organization,1890-1919,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q5495963,Fred Moore,1942,membership,http://www.wikidata.org/entity/Q1195191,Homebrew Computer Club,1,organization,1920-1949,['organization']
http://www.wikidata.org/entity/Q5512483,G. Simon Harak,1948,employment,http://www.wikidata.org/entity/Q188370,Marquette University,2,private not-for-profit educational institution | university,1920-1949,"['private not-for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q5528807,Gayle McLaughlin,1952,membership,http://www.wikidata.org/entity/Q5152992,Committee in Solidarity with the People of El Salvador,2,501(c)(4) organization | political organization,1950-1979,"['501(c)(4) organization', 'political organization']"
http://www.wikidata.org/entity/Q5528807,Gayle McLaughlin,1952,membership,http://www.wikidata.org/entity/Q7330949,Richmond Progressive Alliance,1,political organization,1950-1979,['political organization']
http://www.wikidata.org/entity/Q555621,John Arden,1930,membership,http://www.wikidata.org/entity/Q1468277,Royal Society of Literature,2,learned society | national academy,1920-1949,"['learned society', 'national academy']"
http://www.wikidata.org/entity/Q555621,John Arden,1930,membership,http://www.wikidata.org/entity/Q201947,Aosdána,2,online database | voluntary association,1920-1949,"['online database', 'voluntary association']"
http://www.wikidata.org/entity/Q5591018,Grace Carlson,1906,employment,http://www.wikidata.org/entity/Q238101,University of Minnesota,5,land-grant university | open-access publisher | production company | public educational institution of the united states | public research university,1890-1919,"['land-grant university', 'open-access publisher', 'production company', 'public educational institution of the united states', 'public research university']"
http://www.wikidata.org/entity/Q55997113,John Knoepfle,1923,employment,http://www.wikidata.org/entity/Q7899477,Upward Bound,1,organization,1920-1949,['organization']
http://www.wikidata.org/entity/Q55997113,John Knoepfle,1923,employment,http://www.wikidata.org/entity/Q941855,University of Illinois at Springfield,2,public educational institution of the united states | university,1920-1949,"['public educational institution of the united states', 'university']"
http://www.wikidata.org/entity/Q55997113,John Knoepfle,1923,employment,http://www.wikidata.org/entity/Q1472474,Southern Illinois University,1,state university system,1920-1949,['state university system']
http://www.wikidata.org/entity/Q55997113,John Knoepfle,1923,employment,http://www.wikidata.org/entity/Q6781811,Maryville University,2,private not-for-profit educational institution | university,1920-1949,"['private not-for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q55997113,John Knoepfle,1923,employment,http://www.wikidata.org/entity/Q309331,Ohio State University,3,land-grant university | public educational institution of the united states | public research university,1920-1949,"['land-grant university', 'public educational institution of the united states', 'public research university']"
http://www.wikidata.org/entity/Q55997113,John Knoepfle,1923,employment,http://www.wikidata.org/entity/Q777403,Washington University in St. Louis,2,private not-for-profit educational institution | university,1920-1949,"['private not-for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q55997113,John Knoepfle,1923,employment,http://www.wikidata.org/entity/Q7589715,St. Louis University High School,1,high school,1920-1949,['high school']
http://www.wikidata.org/entity/Q55997113,John Knoepfle,1923,employment,http://www.wikidata.org/entity/Q734774,Saint Louis University,3,building | private not-for-profit educational institution | university,1920-1949,"['building', 'private not-for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q55999,Felix Moscheles,1833,membership,http://www.wikidata.org/entity/Q3833037,Esperanto Language Committee,1,esperanto language institute,1830-1859,['esperanto language institute']
http://www.wikidata.org/entity/Q5628577,H. Stuart Hughes,1916,employment,http://www.wikidata.org/entity/Q49114,Brown University,5,academic publisher | colonial colleges | private not-for-profit educational institution | private university | research university,1890-1919,"['academic publisher', 'colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q5628577,H. Stuart Hughes,1916,employment,http://www.wikidata.org/entity/Q13371,Harvard University,4,colonial colleges | private not-for-profit educational institution | private university | research university,1890-1919,"['colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q5628577,H. Stuart Hughes,1916,employment,http://www.wikidata.org/entity/Q41506,Stanford University,4,open-access publisher | private not-for-profit educational institution | private university | research university,1890-1919,"['open-access publisher', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q571649,Rush Holt Sr.,1905,employment,http://www.wikidata.org/entity/Q7404130,Salem University,2,private for-profit educational institution | university,1890-1919,"['private for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q5719089,Henry Cadbury,1883,employment,http://www.wikidata.org/entity/Q13371,Harvard University,4,colonial colleges | private not-for-profit educational institution | private university | research university,1860-1889,"['colonial colleges', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q5719089,Henry Cadbury,1883,employment,http://www.wikidata.org/entity/Q995265,Bryn Mawr College,4,cemetery | private not-for-profit educational institution | university | women's college,1860-1889,"['cemetery', 'private not-for-profit educational institution', 'university', ""women's college""]"
http://www.wikidata.org/entity/Q574843,Pervez Hoodbhoy,1950,employment,http://www.wikidata.org/entity/Q3695416,Forman Christian College,3,liberal arts college | private university | public university,1950-1979,"['liberal arts college', 'private university', 'public university']"
http://www.wikidata.org/entity/Q574843,Pervez Hoodbhoy,1950,employment,http://www.wikidata.org/entity/Q2047109,Quaid-i-Azam University,1,public research university,1950-1979,['public research university']
http://www.wikidata.org/entity/Q574843,Pervez Hoodbhoy,1950,employment,http://www.wikidata.org/entity/Q219563,University of Washington,1,public university,1950-1979,['public university']
http://www.wikidata.org/entity/Q574843,Pervez Hoodbhoy,1950,employment,http://www.wikidata.org/entity/Q13139758,Lahore University of Management Sciences,1,university,1950-1979,['university']
http://www.wikidata.org/entity/Q574843,Pervez Hoodbhoy,1950,employment,http://www.wikidata.org/entity/Q3696246,Virtual University of Pakistan,1,university,1950-1979,['university']
http://www.wikidata.org/entity/Q5764672,Hilton Obenzinger,1947,employment,http://www.wikidata.org/entity/Q41506,Stanford University,4,open-access publisher | private not-for-profit educational institution | private university | research university,1920-1949,"['open-access publisher', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q581009,Roderick Long,1964,employment,http://www.wikidata.org/entity/Q540672,Auburn University,3,land-grant university | public educational institution of the united states | university,1950-1979,"['land-grant university', 'public educational institution of the united states', 'university']"
http://www.wikidata.org/entity/Q59532403,Keith Spalding,1913,employment,http://www.wikidata.org/entity/Q1420500,Swansea University,2,open-access publisher | public research university,1890-1919,"['open-access publisher', 'public research university']"
http://www.wikidata.org/entity/Q59532403,Keith Spalding,1913,employment,http://www.wikidata.org/entity/Q790029,Bangor University,2,academic institution | public university,1890-1919,"['academic institution', 'public university']"
http://www.wikidata.org/entity/Q60421580,Clara Tybjerg,1864,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,international organization | peace organization | women's organization,1860-1889,"['international organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q60564553,Eugénie Hamer,1865,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,international organization | non-governmental organization | nonprofit organization | women's organization,1860-1889,"['international organization', 'non-governmental organization', 'nonprofit organization', ""women's organization""]"
http://www.wikidata.org/entity/Q60564553,Eugénie Hamer,1865,membership,http://www.wikidata.org/entity/Q2537361,Belgian Red Cross,1,national red cross and red crescent society,1860-1889,['national red cross and red crescent society']
http://www.wikidata.org/entity/Q60564598,Louisa Keilhau,1860,membership,http://www.wikidata.org/entity/Q19383539,Q19383539,1,organization,1860-1889,['organization']
http://www.wikidata.org/entity/Q60564598,Louisa Keilhau,1860,membership,http://www.wikidata.org/entity/Q927391,Norwegian Red Cross,1,national red cross and red crescent society,1860-1889,['national red cross and red crescent society']
http://www.wikidata.org/entity/Q60564598,Louisa Keilhau,1860,membership,http://www.wikidata.org/entity/Q49260,Norwegian Association for Women's Rights,1,political organization,1860-1889,['political organization']
http://www.wikidata.org/entity/Q60564598,Louisa Keilhau,1860,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,international organization | peace organization | women's organization,1860-1889,"['international organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q60564598,Louisa Keilhau,1860,membership,http://www.wikidata.org/entity/Q11983087,Kvinnestemmerettsforeningen,1,organization,1860-1889,['organization']
http://www.wikidata.org/entity/Q61360452,Syed Muhammad Hussain,1924,employment,http://www.wikidata.org/entity/Q3346963,Supreme Court of Bangladesh,2,supreme court,1920-1949,['supreme court']
http://www.wikidata.org/entity/Q6136724,James J. Martin,1916,employment,http://www.wikidata.org/entity/Q1256981,San Francisco State University,2,public educational institution of the united states | university,1890-1919,"['public educational institution of the united states', 'university']"
http://www.wikidata.org/entity/Q61756092,Julia Szarvasy,1985,membership,http://www.wikidata.org/entity/Q97119226,Q97119226,3,web portal | website | youtube channel,1980-2009,"['web portal', 'website', 'youtube channel']"
http://www.wikidata.org/entity/Q6182712,Jerome Grossman,1917,employment,http://www.wikidata.org/entity/Q49120,Tufts University,2,private not-for-profit educational institution | university,1890-1919,"['private not-for-profit educational institution', 'university']"
http://www.wikidata.org/entity/Q619390,David Dean Shulman,1949,employment,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem,2,geographic location | university,1920-1949,"['geographic location', 'university']"
http://www.wikidata.org/entity/Q619390,David Dean Shulman,1949,membership,http://www.wikidata.org/entity/Q209184,Israel Academy of Sciences and Humanities,2,academy of sciences | statutory corporation,1920-1949,"['academy of sciences', 'statutory corporation']"
http://www.wikidata.org/entity/Q62000,Eugen Drewermann,1940,employment,http://www.wikidata.org/entity/Q883284,Theological Faculty of Paderborn,3,catholic theological faculty | church college | public educational institution,1920-1949,"['catholic theological faculty', 'church college', 'public educational institution']"
http://www.wikidata.org/entity/Q62080675,Julie Ramsing,1871,membership,http://www.wikidata.org/entity/Q10466718,Danske Kvinders Forsvarsforening,1,women's organization,1860-1889,"[""women's organization""]"
http://www.wikidata.org/entity/Q62081550,Voldborg Ølsgaard,1877,membership,http://www.wikidata.org/entity/Q123989351,Kvindernes Internationale Liga for Fred og Frihed,3,organization | peace organization | women's organization,1860-1889,"['organization', 'peace organization', ""women's organization""]"
http://www.wikidata.org/entity/Q6213177,Joel Andreas,1900,employment,http://www.wikidata.org/entity/Q193727,Johns Hopkins University,4,open-access publisher | private not-for-profit educational institution | research institute | university,1890-1919,"['open-access publisher', 'private not-for-profit educational institution', 'research institute', 'university']"
http://www.wikidata.org/entity/Q6213656,Joel Kovel,1936,employment,http://www.wikidata.org/entity/Q49109,Bard College,2,liberal arts college | private not-for-profit educational institution,1920-1949,"['liberal arts college', 'private not-for-profit educational institution']"
http://www.wikidata.org/entity/Q6234299,John Froines,1939,employment,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",5,organization | public educational institution of the united states | public research university | university | university campus,1920-1949,"['organization', 'public educational institution of the united states', 'public research university', 'university', 'university campus']"
http://www.wikidata.org/entity/Q6245134,John Lofland,1936,employment,http://www.wikidata.org/entity/Q230492,University of Michigan,2,public educational institution of the united states | public research university,1920-1949,"['public educational institution of the united states', 'public research university']"
http://www.wikidata.org/entity/Q6245134,John Lofland,1936,employment,http://www.wikidata.org/entity/Q129421,"University of California, Davis",5,census-designated place in the united states | land-grant university | open-access publisher | public educational institution of the united states | university,1920-1949,"['census-designated place in the united states', 'land-grant university', 'open-access publisher', 'public educational institution of the united states', 'university']"
http://www.wikidata.org/entity/Q6245134,John Lofland,1936,employment,http://www.wikidata.org/entity/Q815352,California State University,2,state university system | university,1920-1949,"['state university system', 'university']"
http://www.wikidata.org/entity/Q6259245,John Stockwell,1937,employment,http://www.wikidata.org/entity/Q37230,Central Intelligence Agency,2,foreign intelligence service | independent agency of the united states government,1920-1949,"['foreign intelligence service', 'independent agency of the united states government']"
http://www.wikidata.org/entity/Q62607169,Heide Schütz,1941,membership,http://www.wikidata.org/entity/Q56721927,Q56721927,3,network | peace organization | voluntary association,1920-1949,"['network', 'peace organization', 'voluntary association']"
http://www.wikidata.org/entity/Q62607169,Heide Schütz,1941,employment,http://www.wikidata.org/entity/Q543510,Helmholtz-Gymnasium Bonn,1,gymnasium in germany,1920-1949,['gymnasium in germany']
http://www.wikidata.org/entity/Q62672,Freya von Moltke,1911,membership,http://www.wikidata.org/entity/Q675215,Kreisau Circle,2,organization | wwii resistance group,1890-1919,"['organization', 'wwii resistance group']"
http://www.wikidata.org/entity/Q63092550,Lea Frings,1983,employment,http://www.wikidata.org/entity/Q22868,RT,4,foreign agent | television network | television station | website,1980-2009,"['foreign agent', 'television network', 'television station', 'website']"
http://www.wikidata.org/entity/Q63348786,Nina Benner-Andersson,1865,employment,http://www.wikidata.org/entity/Q10497371,Folkets Hus och Parker,1,organization,1860-1889,['organization']
http://www.wikidata.org/entity/Q63348786,Nina Benner-Andersson,1865,membership,http://www.wikidata.org/entity/Q104813081,Föreningen frisinnade kvinnor,1,organization,1860-1889,['organization']
http://www.wikidata.org/entity/Q63348786,Nina Benner-Andersson,1865,membership,http://www.wikidata.org/entity/Q101219340,Föreningen för kvinnans politiska rösträtt i Västerås,1,organization,1860-1889,['organization']
http://www.wikidata.org/entity/Q6371632,Karl Bissinger,1914,membership,http://www.wikidata.org/entity/Q1410527,War Resisters League,1,nonprofit organization,1890-1919,['nonprofit organization']
http://www.wikidata.org/entity/Q6388428,Ken Rutherford,1962,employment,http://www.wikidata.org/entity/Q5059717,Center for International Stabilization and Recovery,1,think tank,1950-1979,['think tank']
http://www.wikidata.org/entity/Q6388428,Ken Rutherford,1962,membership,http://www.wikidata.org/entity/Q458620,Peace Corps,1,government agency,1950-1979,['government agency']
http://www.wikidata.org/entity/Q6388428,Ken Rutherford,1962,employment,http://www.wikidata.org/entity/Q610253,University of Jordan,1,public university,1950-1979,['public university']
http://www.wikidata.org/entity/Q6388428,Ken Rutherford,1962,employment,http://www.wikidata.org/entity/Q258943,James Madison University,2,public educational institution of the united states | public university,1950-1979,"['public educational institution of the united states', 'public university']"
http://www.wikidata.org/entity/Q64013995,Edward B. Krehbiel,1878,employment,http://www.wikidata.org/entity/Q41506,Stanford University,4,open-access publisher | private not-for-profit educational institution | private university | research university,1860-1889,"['open-access publisher', 'private not-for-profit educational institution', 'private university', 'research university']"
http://www.wikidata.org/entity/Q6504557,Lawrence S. Wittner,1941,employment,http://www.wikidata.org/entity/Q2093794,Vassar College,2,liberal arts college in the united states | private not-for-profit educational institution,1920-1949,"['liberal arts college in the united states', 'private not-for-profit educational institution']"
http://www.wikidata.org/entity/Q6504557,Lawrence S. Wittner,1941,employment,http://www.wikidata.org/entity/Q1780816,State University of New York at Albany,2,public educational institution of the united states | public university,1920-1949,"['public educational institution of the united states', 'public university']"
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,employment,http://www.wikidata.org/entity/Q640694,University of Alberta,5,autonomous university | comprehensive academic and research university | corporation | open-access publisher | public research university,1890-1919,"['autonomous university', 'comprehensive academic and research university', 'corporation', 'open-access publisher', 'public research university']"
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,employment,http://www.wikidata.org/entity/Q11223,United States Air Force,2,air force | united states federal agency,1890-1919,"['air force', 'united states federal agency']"
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,membership,http://www.wikidata.org/entity/Q94301,Royal Society of Canada,3,academic publisher | academy | academy of sciences,1890-1919,"['academic publisher', 'academy', 'academy of sciences']"
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,membership,http://www.wikidata.org/entity/Q3550704,United Jewish Peoples' Order,1,organization,1890-1919,['organization']
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,employment,http://www.wikidata.org/entity/Q1093910,City College of New York,2,higher education institution | public educational institution of the united states,1890-1919,"['higher education institution', 'public educational institution of the united states']"
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,employment,http://www.wikidata.org/entity/Q49087,Fisk University,3,historically black college or university | private not-for-profit educational institution | private university,1890-1919,"['historically black college or university', 'private not-for-profit educational institution', 'private university']"
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,employment,http://www.wikidata.org/entity/Q7182919,Philander Smith University,3,historically black college or university | private not-for-profit educational institution | school,1890-1919,"['historically black college or university', 'private not-for-profit educational institution', 'school']"
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,employment,http://www.wikidata.org/entity/Q618604,National Advisory Committee for Aeronautics,1,government agency,1890-1919,['government agency']
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,membership,http://www.wikidata.org/entity/Q465654,American Mathematical Society,1,mathematical society,1890-1919,['mathematical society']
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,employment,http://www.wikidata.org/entity/Q739627,Pennsylvania State University,3,open-access publisher | production company | public research university,1890-1919,"['open-access publisher', 'production company', 'public research university']"
http://www.wikidata.org/entity/Q6514418,Lee Lorch,1915,employment,http://www.wikidata.org/entity/Q849751,York University,1,university,1890-1919,['university']
http://www.wikidata.org/entity/Q6531687,Lessing J. Rosenwald,1891,employment,http://www.wikidata.org/entity/Q6499202,Sears,2,business | public company,1890-1919,"['business', 'public company']"
