uriPer,labelPer,birthYear,relaType,uriOrg,labelOrg,nTypes,typesO,periods
http://www.wikidata.org/entity/Q1001,Mahatma Gandhi,1869,membership,http://www.wikidata.org/entity/Q1233784,Inner Temple,3,educational institution | university building | Inns of Court,1851-1900
http://www.wikidata.org/entity/Q1001,Mahatma Gandhi,1869,membership,http://www.wikidata.org/entity/Q2154954,Vegetarian Society,2,charitable organization | club,1851-1900
http://www.wikidata.org/entity/Q102037550,Marge Frantz,1922,employment,http://www.wikidata.org/entity/Q1047293,"University of California, Santa Cruz",2,university campus | public educational institution of the United States,1921-1940
http://www.wikidata.org/entity/Q104183,Lillian Gish,1893,membership,http://www.wikidata.org/entity/Q1541947,Daughters of the American Revolution,2,nonprofit organization | women's club,1851-1900
http://www.wikidata.org/entity/Q104622,Tawakkol Karman,1979,membership,http://www.wikidata.org/entity/Q7045639,Nobel Women's Initiative,2,international organization | advocacy group,1961-1980
http://www.wikidata.org/entity/Q105301557,Sofia Spångberg,1898,membership,http://www.wikidata.org/entity/Q105317493,Q105317493,1,voluntary association,1851-1900
http://www.wikidata.org/entity/Q105530804,Pierre Sellincourt,1937,membership,http://www.wikidata.org/entity/Q3326586,Mouvement de la Paix,1,organization,1921-1940
http://www.wikidata.org/entity/Q105583600,Ken Weller,1936,membership,http://www.wikidata.org/entity/Q7577135,Spies for Peace,1,group of humans,1921-1940
http://www.wikidata.org/entity/Q105593,Friedrich Siegmund-Schultze,1885,employment,http://www.wikidata.org/entity/Q152087,Humboldt-Universität zu Berlin,4,public research university | comprehensive university | open-access publisher | University of Excellence,1851-1900
http://www.wikidata.org/entity/Q105593,Friedrich Siegmund-Schultze,1885,employment,http://www.wikidata.org/entity/Q168426,University of Münster,3,comprehensive university | local Internet registry | public university,1851-1900
http://www.wikidata.org/entity/Q105593,Friedrich Siegmund-Schultze,1885,employment,http://www.wikidata.org/entity/Q20266330,Frederick William University Berlin,1,university,1851-1900
http://www.wikidata.org/entity/Q105840219,Gwyn Kirk,1945,membership,http://www.wikidata.org/entity/Q5604092,Greenham Common Women's Peace Camp,1,peace camp,1941-1960
http://www.wikidata.org/entity/Q105876,Horst-Eberhard Richter,1923,employment,http://www.wikidata.org/entity/Q165980,University of Vienna,1,university,1921-1940
http://www.wikidata.org/entity/Q105876,Horst-Eberhard Richter,1923,employment,http://www.wikidata.org/entity/Q317053,University of Giessen,2,comprehensive university | public university,1921-1940
http://www.wikidata.org/entity/Q107037,Leymah Roberta Gbowee,1972,employment,http://www.wikidata.org/entity/Q49088,Columbia University,5,research university | private university | Colonial Colleges | private not-for-profit educational institution | organization,1961-1980
http://www.wikidata.org/entity/Q107037,Leymah Roberta Gbowee,1972,membership,http://www.wikidata.org/entity/Q7045639,Nobel Women's Initiative,2,international organization | advocacy group,1961-1980
http://www.wikidata.org/entity/Q107151062,Robert Lee Humber,1898,membership,http://www.wikidata.org/entity/Q17091986,North Carolina Bar Association,1,organization,1851-1900
http://www.wikidata.org/entity/Q108460628,Hannah Bernheim-Rosenzweig,1898,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q108662749,Mosheh Efrayim Efrati,1886,employment,http://www.wikidata.org/entity/Q45835604,Ness Ziona Synagogue,1,synagogue,1851-1900
http://www.wikidata.org/entity/Q110636970,Frank H. Epp,1929,employment,http://www.wikidata.org/entity/Q5162525,Conrad Grebel University College,2,university college | seminary,1921-1940
http://www.wikidata.org/entity/Q110636970,Frank H. Epp,1929,membership,http://www.wikidata.org/entity/Q7888327,United Nations Association,3,organization | association | charitable organization,1921-1940
http://www.wikidata.org/entity/Q110636970,Frank H. Epp,1929,employment,http://www.wikidata.org/entity/Q1920633,Mennonite Central Committee,1,nonprofit organization,1921-1940
http://www.wikidata.org/entity/Q110636970,Frank H. Epp,1929,employment,http://www.wikidata.org/entity/Q18395383,World Federalist Movement-Canada,1,organization,1921-1940
http://www.wikidata.org/entity/Q110719,Q110719,1943,membership,http://www.wikidata.org/entity/Q547951,Vereinte Dienstleistungsgewerkschaft,2,organization | labor union,1941-1960
http://www.wikidata.org/entity/Q110719,Q110719,1943,employment,http://www.wikidata.org/entity/Q301269,Aargauische Kantonalbank,1,cantonal bank,1941-1960
http://www.wikidata.org/entity/Q110719,Q110719,1943,membership,http://www.wikidata.org/entity/Q1145955,Cusanuswerk,1,foundation,1941-1960
http://www.wikidata.org/entity/Q110924322,Arlo Tatum,1923,membership,http://www.wikidata.org/entity/Q1890441,War Resisters' International,1,organization,1921-1940
http://www.wikidata.org/entity/Q111165640,Hyun Lee,1970,employment,http://www.wikidata.org/entity/Q107482113,Women Cross DMZ,2,organization | advocacy group,1961-1980
http://www.wikidata.org/entity/Q112049033,Buzz Alexander,1938,employment,http://www.wikidata.org/entity/Q230492,University of Michigan,2,public research university | public educational institution of the United States,1921-1940
http://www.wikidata.org/entity/Q112352074,Patrick Anderson,1936,employment,http://www.wikidata.org/entity/Q622664,"University of California, San Diego",2,public educational institution of the United States | public university,1921-1940
http://www.wikidata.org/entity/Q11267083,Lee Hui-ho,1922,employment,http://www.wikidata.org/entity/Q41114,Ewha Womans University,2,private university | women's college,1921-1940
http://www.wikidata.org/entity/Q113127647,Diana Mary Unwin,1923,employment,http://www.wikidata.org/entity/Q7981419,Wellington Hospital,1,hospital,1921-1940
http://www.wikidata.org/entity/Q113541898,Bernadette Cattanéo,1899,employment,http://www.wikidata.org/entity/Q2992762,Confédération générale du travail unitaire,1,national trade union center,1851-1900
http://www.wikidata.org/entity/Q113541898,Bernadette Cattanéo,1899,membership,http://www.wikidata.org/entity/Q107921129,World Committee of Women Against War and Fascism,3,women's organization | international organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q113541898,Bernadette Cattanéo,1899,employment,http://www.wikidata.org/entity/Q3211149,La Vie Ouvrière,1,newspaper,1851-1900
http://www.wikidata.org/entity/Q113541898,Bernadette Cattanéo,1899,employment,http://www.wikidata.org/entity/Q113763960,Les Femmes dans l'action mondiale,1,trade magazine,1851-1900
http://www.wikidata.org/entity/Q113625131,George Sommaripa,1930,membership,http://www.wikidata.org/entity/Q113620875,Boston study group,1,peace organization,1921-1940
http://www.wikidata.org/entity/Q11379471,Takeshi Itō,1929,employment,http://www.wikidata.org/entity/Q1152050,University of Yamanashi,2,university | national university,1921-1940
http://www.wikidata.org/entity/Q1160089,Daniel Berrigan,1921,employment,http://www.wikidata.org/entity/Q130965,Fordham University,2,private not-for-profit educational institution | private university,1921-1940
http://www.wikidata.org/entity/Q116353,Pierre Cérésole,1879,membership,http://www.wikidata.org/entity/Q632013,Service Civil International,1,peace organization,1851-1900
http://www.wikidata.org/entity/Q116353,Pierre Cérésole,1879,membership,http://www.wikidata.org/entity/Q1577256,International Fellowship of Reconciliation,3,publishing company | organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q116618776,Erna P. Harris,1908,membership,http://www.wikidata.org/entity/Q23131733,Fellowship of Reconciliation,1,nonprofit organization,1901-1920
http://www.wikidata.org/entity/Q116618776,Erna P. Harris,1908,membership,http://www.wikidata.org/entity/Q1125901,Congress of Racial Equality,1,organization,1901-1920
http://www.wikidata.org/entity/Q116618776,Erna P. Harris,1908,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1901-1920
http://www.wikidata.org/entity/Q116618776,Erna P. Harris,1908,membership,http://www.wikidata.org/entity/Q746903,Gray Panthers,1,organization,1901-1920
http://www.wikidata.org/entity/Q116618776,Erna P. Harris,1908,membership,http://www.wikidata.org/entity/Q5164732,Consumers' Cooperative of Berkeley,1,cooperative,1901-1920
http://www.wikidata.org/entity/Q117089947,Ruby Green Smith,1878,employment,http://www.wikidata.org/entity/Q41506,Stanford University,4,research university | private university | private not-for-profit educational institution | open-access publisher,1851-1900
http://www.wikidata.org/entity/Q117089947,Ruby Green Smith,1878,membership,http://www.wikidata.org/entity/Q8030658,Woman's Peace Party,1,political party,1851-1900
http://www.wikidata.org/entity/Q117089947,Ruby Green Smith,1878,employment,http://www.wikidata.org/entity/Q49115,Cornell University,5,research university | private university | land-grant university | sun grant institution | private not-for-profit educational institution,1851-1900
http://www.wikidata.org/entity/Q117164587,Geoffrey Carnall,1927,employment,http://www.wikidata.org/entity/Q877925,Queen's University Belfast,2,public research university | university,1921-1940
http://www.wikidata.org/entity/Q117164587,Geoffrey Carnall,1927,employment,http://www.wikidata.org/entity/Q160302,University of Edinburgh,4,ancient university | open-access publisher | organization | public university,1921-1940
http://www.wikidata.org/entity/Q1176398,David Rovics,1967,membership,http://www.wikidata.org/entity/Q1046722,Industrial Workers of the World,2,international organization | labor union,1961-1980
http://www.wikidata.org/entity/Q1187410,Denis Halliday,1941,employment,http://www.wikidata.org/entity/Q1065,United Nations,2,intergovernmental organization | international organization,1941-1960
http://www.wikidata.org/entity/Q119152362,Terence P. Amerasinghe,1917,membership,http://www.wikidata.org/entity/Q157412,Gray's Inn,1,Inns of Court,1901-1920
http://www.wikidata.org/entity/Q119485957,A. B. Patel,1898,membership,http://www.wikidata.org/entity/Q69482,Lincoln's Inn,1,Inns of Court,1851-1900
http://www.wikidata.org/entity/Q119546,Howard Zinn,1922,employment,http://www.wikidata.org/entity/Q7575916,Spelman College,3,women's college in the United States | private not-for-profit educational institution | historically black college or university,1921-1940
http://www.wikidata.org/entity/Q119546,Howard Zinn,1922,employment,http://www.wikidata.org/entity/Q49110,Boston University,3,university | private not-for-profit educational institution | open-access publisher,1921-1940
http://www.wikidata.org/entity/Q119546,Howard Zinn,1922,employment,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q1203,John Lennon,1940,membership,http://www.wikidata.org/entity/Q109045747,The Beat Brothers,2,backing band | musical group,1921-1940
http://www.wikidata.org/entity/Q1203,John Lennon,1940,membership,http://www.wikidata.org/entity/Q1299,The Beatles,1,musical group,1921-1940
http://www.wikidata.org/entity/Q1203,John Lennon,1940,membership,http://www.wikidata.org/entity/Q384664,The Quarrymen,1,musical group,1921-1940
http://www.wikidata.org/entity/Q1203,John Lennon,1940,membership,http://www.wikidata.org/entity/Q731721,Plastic Ono Band,1,musical group,1921-1940
http://www.wikidata.org/entity/Q1203,John Lennon,1940,membership,http://www.wikidata.org/entity/Q913897,The Dirty Mac,2,supergroup | musical group,1921-1940
http://www.wikidata.org/entity/Q120969244,Rudolph M. Lapp,1915,employment,http://www.wikidata.org/entity/Q18409139,College of San Mateo,2,community college | school,1901-1920
http://www.wikidata.org/entity/Q122997998,Vivian Silver,1949,employment,http://www.wikidata.org/entity/Q113508630,AJEEC-NISPED,2,voluntary association | organization,1941-1960
http://www.wikidata.org/entity/Q123523298,Robert Edwin White,1930,employment,http://www.wikidata.org/entity/Q492467,University of Auckland,1,public university,1921-1940
http://www.wikidata.org/entity/Q123529360,Abassia Fodil,1918,membership,http://www.wikidata.org/entity/Q453851,Women's International Democratic Federation,4,women's organization | international organization | non-governmental organization | women's rights organization,1901-1920
http://www.wikidata.org/entity/Q123529360,Abassia Fodil,1918,membership,http://www.wikidata.org/entity/Q2118395,Algerian Communist Party,1,communist party,1901-1920
http://www.wikidata.org/entity/Q12409970,Natan Hofshi,1889,membership,http://www.wikidata.org/entity/Q175005,Brit Shalom,1,organization,1851-1900
http://www.wikidata.org/entity/Q124331791,Lawrence Scott,1908,employment,http://www.wikidata.org/entity/Q464677,American Friends Service Committee,3,Christian organization | organization related to nonviolence | nonprofit organization,1901-1920
http://www.wikidata.org/entity/Q124408682,James Simpson,1812,membership,http://www.wikidata.org/entity/Q2154954,Vegetarian Society,2,charitable organization | club,1801-1850
http://www.wikidata.org/entity/Q124408682,James Simpson,1812,membership,http://www.wikidata.org/entity/Q4903078,Bible Christian Church,1,former Christian denomination,1801-1850
http://www.wikidata.org/entity/Q124408682,James Simpson,1812,membership,http://www.wikidata.org/entity/Q17056522,United Kingdom Alliance,1,organization,1801-1850
http://www.wikidata.org/entity/Q12571,Edmond Privat,1889,membership,http://www.wikidata.org/entity/Q12565,Universal Esperanto Association,4,nonprofit organization | non-governmental organization | Esperanto publisher | Esperanto organization,1851-1900
http://www.wikidata.org/entity/Q12571,Edmond Privat,1889,membership,http://www.wikidata.org/entity/Q12349306,International Central Committee of the Esperanto Movement,1,Esperanto organization,1851-1900
http://www.wikidata.org/entity/Q12571,Edmond Privat,1889,employment,http://www.wikidata.org/entity/Q541548,University of Neuchâtel,2,comprehensive university | public university,1851-1900
http://www.wikidata.org/entity/Q12571,Edmond Privat,1889,membership,http://www.wikidata.org/entity/Q684758,Swiss Esperanto Society,1,national section of UEA,1851-1900
http://www.wikidata.org/entity/Q126617,Werner Krusche,1917,employment,http://www.wikidata.org/entity/Q152838,University of Göttingen,5,comprehensive university | campus university | nonprofit organization | Stiftungshochschule | public university,1901-1920
http://www.wikidata.org/entity/Q130611633,H. S. Bathgate,1853,membership,http://www.wikidata.org/entity/Q130974295,Scottish Vegetarian Society,1,nonprofit organization,1851-1900
http://www.wikidata.org/entity/Q131152,Shirin Ebadi,1947,employment,http://www.wikidata.org/entity/Q737835,University of Tehran,3,university campus | cultural property | public university,1941-1960
http://www.wikidata.org/entity/Q131152,Shirin Ebadi,1947,membership,http://www.wikidata.org/entity/Q7045639,Nobel Women's Initiative,2,international organization | advocacy group,1941-1960
http://www.wikidata.org/entity/Q131240,Anna Politkovskaya,1958,employment,http://www.wikidata.org/entity/Q4330151,Obshchaya Gazeta,2,weekly newspaper | mass media,1941-1960
http://www.wikidata.org/entity/Q131240,Anna Politkovskaya,1958,employment,http://www.wikidata.org/entity/Q753932,Izvestia,2,government gazette | newspaper,1941-1960
http://www.wikidata.org/entity/Q131240,Anna Politkovskaya,1958,employment,http://www.wikidata.org/entity/Q4286604,Megapolis-Express,1,newspaper,1941-1960
http://www.wikidata.org/entity/Q131240,Anna Politkovskaya,1958,membership,http://www.wikidata.org/entity/Q170135,Novaya Gazeta,2,newspaper | online newspaper,1941-1960
http://www.wikidata.org/entity/Q131240,Anna Politkovskaya,1958,employment,http://www.wikidata.org/entity/Q170135,Novaya Gazeta,2,newspaper | online newspaper,1941-1960
http://www.wikidata.org/entity/Q131745023,Q131745023,1911,membership,http://www.wikidata.org/entity/Q1849143,Partisans Armés,1,armed organization,1901-1920
http://www.wikidata.org/entity/Q131745023,Q131745023,1911,membership,http://www.wikidata.org/entity/Q131821843,Q131821843,1,non-governmental organization,1901-1920
http://www.wikidata.org/entity/Q131745023,Q131745023,1911,membership,http://www.wikidata.org/entity/Q107921129,World Committee of Women Against War and Fascism,3,women's organization | international organization | peace organization,1901-1920
http://www.wikidata.org/entity/Q131745023,Q131745023,1911,membership,http://www.wikidata.org/entity/Q2355718,Independent Front,1,resistance movement,1901-1920
http://www.wikidata.org/entity/Q131749632,William Brown,1861,membership,http://www.wikidata.org/entity/Q7373993,Royal College of Veterinary Surgeons,2,professional association | accrediting body,1851-1900
http://www.wikidata.org/entity/Q131749632,William Brown,1861,membership,http://www.wikidata.org/entity/Q9630,Labour Party,1,political party,1851-1900
http://www.wikidata.org/entity/Q132631740,Louise Mackay,1904,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1901-1920
http://www.wikidata.org/entity/Q1328650,Stanley Hauerwas,1940,membership,http://www.wikidata.org/entity/Q463303,American Academy of Arts and Sciences,3,academic publisher | learned society | nonprofit organization,1921-1940
http://www.wikidata.org/entity/Q1328650,Stanley Hauerwas,1940,employment,http://www.wikidata.org/entity/Q5312759,Duke Divinity School,2,faculty | seminary,1921-1940
http://www.wikidata.org/entity/Q1328650,Stanley Hauerwas,1940,employment,http://www.wikidata.org/entity/Q178848,University of Notre Dame,5,academic publisher | Catholic university | private not-for-profit educational institution | open-access publisher | private university,1921-1940
http://www.wikidata.org/entity/Q1328650,Stanley Hauerwas,1940,employment,http://www.wikidata.org/entity/Q168751,Duke University,3,private not-for-profit educational institution | open-access publisher | university,1921-1940
http://www.wikidata.org/entity/Q1329154,Elias Sanbar,1947,employment,http://www.wikidata.org/entity/Q1235608,Paris Diderot University,1,university in France,1941-1960
http://www.wikidata.org/entity/Q1329154,Elias Sanbar,1947,employment,http://www.wikidata.org/entity/Q21578,Princeton University,5,research university | private university | Colonial Colleges | academic publisher | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q1329472,Paul Langdon Ward,1911,employment,http://www.wikidata.org/entity/Q1075116,Colby College,2,liberal arts college in the United States | private not-for-profit educational institution,1901-1920
http://www.wikidata.org/entity/Q133281500,Christina Gibb,1929,employment,http://www.wikidata.org/entity/Q17509124,Chilton Saint James School,3,combined school | private school | secondary school,1921-1940
http://www.wikidata.org/entity/Q133281500,Christina Gibb,1929,employment,http://www.wikidata.org/entity/Q1150437,Victoria University of Wellington,1,public university,1921-1940
http://www.wikidata.org/entity/Q133734026,Henning Zierock,1951,membership,http://www.wikidata.org/entity/Q133734335,Society Culture of Peace,1,peace organization,1941-1960
http://www.wikidata.org/entity/Q1350058,Helene Scheu-Riesz,1880,membership,http://www.wikidata.org/entity/Q20850669,Verein der Schriftstellerinnen und Künstlerinnen Wien,2,artist collective | women's organization,1851-1900
http://www.wikidata.org/entity/Q13560278,Jeanmarie Simpson,1959,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1941-1960
http://www.wikidata.org/entity/Q13562542,Mabel Vernon,1883,membership,http://www.wikidata.org/entity/Q623009,National Woman's Party,2,organization | political party,1851-1900
http://www.wikidata.org/entity/Q13562542,Mabel Vernon,1883,membership,http://www.wikidata.org/entity/Q2157083,Silent Sentinels,2,protest | group of humans,1851-1900
http://www.wikidata.org/entity/Q1359123,Ninian Smart,1927,employment,http://www.wikidata.org/entity/Q262854,University of Lancaster,6,public research university | open-access publisher | organization | higher education institution | educational organization | university,1921-1940
http://www.wikidata.org/entity/Q1359123,Ninian Smart,1927,employment,http://www.wikidata.org/entity/Q472316,University of Nottingham,3,higher education institution | educational organization | public university,1921-1940
http://www.wikidata.org/entity/Q1359123,Ninian Smart,1927,employment,http://www.wikidata.org/entity/Q263064,"University of California, Santa Barbara",4,public educational institution of the United States | university | university building | public university,1921-1940
http://www.wikidata.org/entity/Q1359123,Ninian Smart,1927,employment,http://www.wikidata.org/entity/Q223429,University of Birmingham,3,public research university | open-access publisher | educational organization,1921-1940
http://www.wikidata.org/entity/Q1364026,Norman Cousins,1915,employment,http://www.wikidata.org/entity/Q15846515,Saturday Review,1,magazine,1901-1920
http://www.wikidata.org/entity/Q1364026,Norman Cousins,1915,employment,http://www.wikidata.org/entity/Q174710,"University of California, Los Angeles",5,public research university | university campus | public educational institution of the United States | organization | university,1901-1920
http://www.wikidata.org/entity/Q1364026,Norman Cousins,1915,employment,http://www.wikidata.org/entity/Q114857496,World,1,magazine,1901-1920
http://www.wikidata.org/entity/Q1399141,Vittorio Agnoletto,1958,employment,http://www.wikidata.org/entity/Q46210,University of Milan,1,public research university,1941-1960
http://www.wikidata.org/entity/Q1399141,Vittorio Agnoletto,1958,employment,http://www.wikidata.org/entity/Q3803682,Istituto Superiore di Sanità,4,national health service | national public health institute | open-access publisher | government agency,1941-1960
http://www.wikidata.org/entity/Q139933,Zack de la Rocha,1970,membership,http://www.wikidata.org/entity/Q72092,Rage Against the Machine,2,rock band | musical group,1961-1980
http://www.wikidata.org/entity/Q1399562,Emil Grunzweig,1947,membership,http://www.wikidata.org/entity/Q1351415,Peace Now,3,publishing company | organization | non-governmental organization,1941-1960
http://www.wikidata.org/entity/Q1430385,Floyd Schmoe,1895,employment,http://www.wikidata.org/entity/Q219563,University of Washington,1,public university,1851-1900
http://www.wikidata.org/entity/Q1445267,Marc H. Ellis,1952,employment,http://www.wikidata.org/entity/Q861548,Florida State University,2,public educational institution of the United States | public university,1941-1960
http://www.wikidata.org/entity/Q1445267,Marc H. Ellis,1952,employment,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1941-1960
http://www.wikidata.org/entity/Q1462173,Alfred-Maurice de Zayas,1947,employment,http://www.wikidata.org/entity/Q1065,United Nations,2,intergovernmental organization | international organization,1941-1960
http://www.wikidata.org/entity/Q1462173,Alfred-Maurice de Zayas,1947,membership,http://www.wikidata.org/entity/Q1135012,Corps Rhenania Tübingen,1,Studentenverbindung,1941-1960
http://www.wikidata.org/entity/Q14932657,Julia Grace Wales,1881,employment,http://www.wikidata.org/entity/Q838330,University of Wisconsin–Madison,3,public research university | public educational institution of the United States | land-grant university,1851-1900
http://www.wikidata.org/entity/Q14932657,Julia Grace Wales,1881,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q149557,Justin Raimondo,1951,employment,http://www.wikidata.org/entity/Q149670,Antiwar.com,3,501(c)(3) organization | website | magazine,1941-1960
http://www.wikidata.org/entity/Q150281,Dorothy Day,1897,employment,http://www.wikidata.org/entity/Q511735,Commonweal,1,magazine,1851-1900
http://www.wikidata.org/entity/Q150281,Dorothy Day,1897,membership,http://www.wikidata.org/entity/Q1046722,Industrial Workers of the World,2,international organization | labor union,1851-1900
http://www.wikidata.org/entity/Q150281,Dorothy Day,1897,employment,http://www.wikidata.org/entity/Q1544011,Pathé,3,cinema chain | film production company | film studio,1851-1900
http://www.wikidata.org/entity/Q150281,Dorothy Day,1897,employment,http://www.wikidata.org/entity/Q7747057,The Liberator,1,magazine,1851-1900
http://www.wikidata.org/entity/Q150281,Dorothy Day,1897,membership,http://www.wikidata.org/entity/Q2157083,Silent Sentinels,2,protest | group of humans,1851-1900
http://www.wikidata.org/entity/Q150281,Dorothy Day,1897,membership,http://www.wikidata.org/entity/Q623009,National Woman's Party,2,organization | political party,1851-1900
http://www.wikidata.org/entity/Q150281,Dorothy Day,1897,employment,http://www.wikidata.org/entity/Q7750564,The Masses,1,periodical,1851-1900
http://www.wikidata.org/entity/Q150281,Dorothy Day,1897,employment,http://www.wikidata.org/entity/Q13436395,New York Call,1,daily newspaper,1851-1900
http://www.wikidata.org/entity/Q150281,Dorothy Day,1897,employment,http://www.wikidata.org/entity/Q737529,Staten Island Advance,1,newspaper,1851-1900
http://www.wikidata.org/entity/Q15080233,Emily Arnesen,1867,employment,http://www.wikidata.org/entity/Q12011265,Oslo Zoological Museum,4,university museum | museum | architectural structure | zoological museum,1851-1900
http://www.wikidata.org/entity/Q15080233,Emily Arnesen,1867,membership,http://www.wikidata.org/entity/Q49260,Norwegian Association for Women's Rights,1,political organization,1851-1900
http://www.wikidata.org/entity/Q15080233,Emily Arnesen,1867,membership,http://www.wikidata.org/entity/Q60564688,International Committee of Women for Permanent Peace,3,women's organization | international organization | peace organization,1851-1900
http://www.wikidata.org/entity/Q1521452,Ghassan Andoni,1956,employment,http://www.wikidata.org/entity/Q510029,Birzeit University,1,university,1941-1960
http://www.wikidata.org/entity/Q1537875,Katrin McClean,1963,employment,http://www.wikidata.org/entity/Q2430835,Landestheater Eisenach,1,theatre building,1961-1980
http://www.wikidata.org/entity/Q15407080,Marcelle Capy,1891,membership,http://www.wikidata.org/entity/Q1429947,Human Rights League,1,organization,1851-1900
http://www.wikidata.org/entity/Q15639161,Else Zeuthen,1897,employment,http://www.wikidata.org/entity/Q186285,University of Copenhagen,2,public research university | organization,1851-1900
http://www.wikidata.org/entity/Q157655,Mairead Maguire,1944,membership,http://www.wikidata.org/entity/Q7045639,Nobel Women's Initiative,2,international organization | advocacy group,1941-1960
http://www.wikidata.org/entity/Q157690,Betty Williams,1943,employment,http://www.wikidata.org/entity/Q1422594,Sam Houston State University,2,public educational institution of the United States | university,1941-1960
http://www.wikidata.org/entity/Q157690,Betty Williams,1943,employment,http://www.wikidata.org/entity/Q1798499,Nova Southeastern University,3,private not-for-profit educational institution | open-access publisher | university,1941-1960
http://www.wikidata.org/entity/Q157690,Betty Williams,1943,membership,http://www.wikidata.org/entity/Q7045639,Nobel Women's Initiative,2,international organization | advocacy group,1941-1960
http://www.wikidata.org/entity/Q1579999,Helena Swanwick,1864,employment,http://www.wikidata.org/entity/Q7988660,Westfield College,1,university,1851-1900
http://www.wikidata.org/entity/Q1579999,Helena Swanwick,1864,membership,http://www.wikidata.org/entity/Q7886565,Union of Democratic Control,1,advocacy group,1851-1900
http://www.wikidata.org/entity/Q1579999,Helena Swanwick,1864,membership,http://www.wikidata.org/entity/Q689768,Women's International League for Peace and Freedom,4,women's organization | international organization | nonprofit organization | non-governmental organization,1851-1900
http://www.wikidata.org/entity/Q1579999,Helena Swanwick,1864,employment,http://www.wikidata.org/entity/Q11148,The Guardian,2,newspaper | daily newspaper,1851-1900
http://www.wikidata.org/entity/Q159840,Ruud Lubbers,1939,employment,http://www.wikidata.org/entity/Q13371,Harvard University,4,research university | private university | Colonial Colleges | private not-for-profit educational institution,1921-1940
http://www.wikidata.org/entity/Q159840,Ruud Lubbers,1939,membership,http://www.wikidata.org/entity/Q46703,European Academy of Sciences and Arts,1,academy of sciences and arts,1921-1940
http://www.wikidata.org/entity/Q159840,Ruud Lubbers,1939,employment,http://www.wikidata.org/entity/Q595668,Tilburg University,1,Catholic university,1921-1940
http://www.wikidata.org/entity/Q159840,Ruud Lubbers,1939,employment,http://www.wikidata.org/entity/Q2387732,Hollandia,1,business,1921-1940
http://www.wikidata.org/entity/Q159840,Ruud Lubbers,1939,membership,http://www.wikidata.org/entity/Q107569,Club of Rome,4,learned society | international organization | nonprofit organization | think tank,1921-1940
http://www.wikidata.org/entity/Q15994683,Mike Pentz,1924,employment,http://www.wikidata.org/entity/Q189022,Imperial College London,4,public research university | educational organization | building | university,1921-1940
http://www.wikidata.org/entity/Q15994683,Mike Pentz,1924,employment,http://www.wikidata.org/entity/Q2413375,The Open University,5,open-access publisher | organization | higher education institution | educational organization | public university,1921-1940
http://www.wikidata.org/entity/Q16027009,Edna Buckman Kearns,1882,membership,http://www.wikidata.org/entity/Q623009,National Woman's Party,2,organization | political party,1851-1900
http://www.wikidata.org/entity/Q1618,Charles Lindbergh,1902,membership,http://www.wikidata.org/entity/Q1425508,Independent Order of Odd Fellows,3,organization | secret society | fraternal order,1901-1920
http://www.wikidata.org/entity/Q1618,Charles Lindbergh,1902,membership,http://www.wikidata.org/entity/Q463128,America First Committee,2,political organization | advocacy group,1901-1920
http://www.wikidata.org/entity/Q1618,Charles Lindbergh,1902,membership,http://www.wikidata.org/entity/Q7271853,Quiet Birdmen,2,organization | secret society,1901-1920
http://www.wikidata.org/entity/Q1623975,Horst Stuckmann,1935,membership,http://www.wikidata.org/entity/Q558439,Sozialistischer Deutscher Studentenbund,2,political organization | students' union,1921-1940
http://www.wikidata.org/entity/Q1623975,Horst Stuckmann,1935,membership,http://www.wikidata.org/entity/Q1202552,Deutsche Friedens-Union,1,minor party,1921-1940
http://www.wikidata.org/entity/Q1623975,Horst Stuckmann,1935,membership,http://www.wikidata.org/entity/Q315292,Association of Persecutees of the Nazi Regime – Federation of Antifascists,2,association | nonprofit organization,1921-1940
http://www.wikidata.org/entity/Q1658809,Tom Fox,1951,membership,http://www.wikidata.org/entity/Q487483,Community Peacemaker Teams,1,religious organization,1941-1960
http://www.wikidata.org/entity/Q1685555,Jean Goss,1912,employment,http://www.wikidata.org/entity/Q1577256,International Fellowship of Reconciliation,3,publishing company | organization | non-governmental organization,1901-1920
