p,propLabel,eff
http://www.wikidata.org/prop/direct/P7507,Ben Yehuda author ID,2
http://www.wikidata.org/prop/direct/P7520,Filmový přehled person or company ID,2
http://www.wikidata.org/prop/direct/P7638,OverDrive creator ID,2
http://www.wikidata.org/prop/direct/P7646,IISG ID,2
http://www.wikidata.org/prop/direct/P7685,CALS Encyclopedia of Arkansas ID,2
http://www.wikidata.org/prop/direct/P7839,Saregama artist ID,2
http://www.wikidata.org/prop/direct/P7848,Frick Art Research Library Artist File ID,2
http://www.wikidata.org/prop/direct/P7977,AncientFaces person ID,2
http://www.wikidata.org/prop/direct/P8007,US Bureau of Prisons Inmate Register Number,2
http://www.wikidata.org/prop/direct/P8207,The Conversation author ID,2
http://www.wikidata.org/prop/direct/P8219,ASUT ID,2
http://www.wikidata.org/prop/direct/P8238,Bibliography of the History of Slovakia ID,2
http://www.wikidata.org/prop/direct/P8235,LiederNet composer ID,2
http://www.wikidata.org/prop/direct/P8269,Norwegian prisoner register person ID,2
http://www.wikidata.org/prop/direct/P8295,AustLit ID,2
http://www.wikidata.org/prop/direct/P8317,Philadelphia Museum of Art entity ID,2
http://www.wikidata.org/prop/direct/P8334,MuseScore artist ID,2
http://www.wikidata.org/prop/direct/P8578,TracesOfWar person ID,2
http://www.wikidata.org/prop/direct/P8728,Nachlässe in Austria ID,2
http://www.wikidata.org/prop/direct/P8748,Rheinland-Pfälzische Personendatenbank (GND) ID,2
http://www.wikidata.org/prop/direct/P8848,CONOR.AL ID,2
http://www.wikidata.org/prop/direct/P9054,National Historic People ID,2
http://www.wikidata.org/prop/direct/P9113,Patrinum ID,2
http://www.wikidata.org/prop/direct/P9164,Svenska Institutet i Rom ID,2
http://www.wikidata.org/prop/direct/P9226,ARAE ID,2
http://www.wikidata.org/prop/direct/P9232,Obituaries Australia ID,2
http://www.wikidata.org/prop/direct/P9267,ANPI person numeric ID,2
http://www.wikidata.org/prop/direct/P9289,Filmitalia person ID,2
http://www.wikidata.org/prop/direct/P9459,Rekhta author ID,2
http://www.wikidata.org/prop/direct/P9466,Gyldendals Teaterleksikon ID,2
http://www.wikidata.org/prop/direct/P9671,Bundesstiftung Aufarbeitung person ID,2
http://www.wikidata.org/prop/direct/P9710,Lexikon Westfälischer Autorinnen und Autoren person ID,2
http://www.wikidata.org/prop/direct/P9786,Joods Biografisch Woordenboek ID,2
http://www.wikidata.org/prop/direct/P10020,Parliament of Australia MP ID,2
http://www.wikidata.org/prop/direct/P10052,Vokrug.tv person ID,2
http://www.wikidata.org/prop/direct/P10299,Leopoldina member ID (new),2
http://www.wikidata.org/prop/direct/P10307,CYT/CCS,2
http://www.wikidata.org/prop/direct/P10524,Zvuk artist ID,2
http://www.wikidata.org/prop/direct/P10706,DACS ID (2022),2
http://www.wikidata.org/prop/direct/P10704,Biographical Memoirs of Fellows of the Royal Society ID,2
http://www.wikidata.org/prop/direct/P10820,Kino.mail.ru person ID,2
http://www.wikidata.org/prop/direct/P10844,Teresianum authority ID,2
http://www.wikidata.org/prop/direct/P11146,collection items at,2
http://www.wikidata.org/prop/direct/P11173,UWIND ID,2
http://www.wikidata.org/prop/direct/P11188,Conspiracy Watch ID,2
http://www.wikidata.org/prop/direct/P11621,Hungarian National Namespace person ID (new),2
http://www.wikidata.org/prop/direct/P11928,Virksomme ord ID,2
http://www.wikidata.org/prop/direct/P12003,ANPI person ID,2
http://www.wikidata.org/prop/direct/P12354,Great American Business Leaders of the 20th Century ID,2
http://www.wikidata.org/prop/direct/P12361,Bluesky handle,2
http://www.wikidata.org/prop/direct/P12627,British Comedy Guide person ID,2
http://www.wikidata.org/prop/direct/P12637,The Oxford Encyclopedia of Islam and Women ID,2
http://www.wikidata.org/prop/direct/P12902,Women in Resistance ID,2
http://www.wikidata.org/prop/direct/P118,league or competition,1
http://www.wikidata.org/prop/direct/P112,founded by,1
http://www.wikidata.org/prop/direct/P195,collection,1
http://www.wikidata.org/prop/direct/P413,position played on team / speciality,1
http://www.wikidata.org/prop/direct/P428,botanist author abbreviation,1
http://www.wikidata.org/prop/direct/P488,chairperson,1
http://www.wikidata.org/prop/direct/P547,commemorates,1
http://www.wikidata.org/prop/direct/P553,website account on,1
http://www.wikidata.org/prop/direct/P586,IPNI author ID,1
http://www.wikidata.org/prop/direct/P640,Léonore ID,1
http://www.wikidata.org/prop/direct/P724,Internet Archive ID,1
http://www.wikidata.org/prop/direct/P812,academic major,1
http://www.wikidata.org/prop/direct/P951,NSZL (VIAF) ID,1
http://www.wikidata.org/prop/direct/P1019,web feed URL,1
http://www.wikidata.org/prop/direct/P1035,honorific suffix,1
http://www.wikidata.org/prop/direct/P1053,ResearcherID,1
http://www.wikidata.org/prop/direct/P1065,archive URL,1
http://www.wikidata.org/prop/direct/P835,author citation (zoology),1
http://www.wikidata.org/prop/direct/P841,feast day,1
http://www.wikidata.org/prop/direct/P860,e-archiv.li ID,1
http://www.wikidata.org/prop/direct/P898,IPA transcription,1
http://www.wikidata.org/prop/direct/P1138,Kunstindeks Danmark Artist ID,1
http://www.wikidata.org/prop/direct/P1146,World Athletics athlete ID,1
http://www.wikidata.org/prop/direct/P1245,OmegaWiki Defined Meaning,1
http://www.wikidata.org/prop/direct/P1269,facet of,1
http://www.wikidata.org/prop/direct/P1287,Komponisten der Gegenwart ID,1
http://www.wikidata.org/prop/direct/P1285,Munzinger Sport number,1
http://www.wikidata.org/prop/direct/P1317,floruit,1
http://www.wikidata.org/prop/direct/P1321,municipal affiliation of a Swiss national,1
http://www.wikidata.org/prop/direct/P1366,replaced by,1
http://www.wikidata.org/prop/direct/P1367,Art UK artist ID,1
http://www.wikidata.org/prop/direct/P1455,list of works,1
http://www.wikidata.org/prop/direct/P1543,monogram,1
http://www.wikidata.org/prop/direct/P1565,Enciclopedia de la Literatura en México ID,1
http://www.wikidata.org/prop/direct/P1601,Esperantist ID,1
http://www.wikidata.org/prop/direct/P1636,date of baptism,1
http://www.wikidata.org/prop/direct/P1707,Design & Art Australia Online ID,1
http://www.wikidata.org/prop/direct/P1713,biography at the Bundestag of Germany URL,1
http://www.wikidata.org/prop/direct/P1766,place name sign,1
http://www.wikidata.org/prop/direct/P1795,Smithsonian American Art Museum person/institution ID,1
http://www.wikidata.org/prop/direct/P2041,National Gallery of Victoria artist ID,1
http://www.wikidata.org/prop/direct/P1950,second family name in Spanish name,1
http://www.wikidata.org/prop/direct/P1989,Encyclopaedia Metallum artist ID,1
http://www.wikidata.org/prop/direct/P1997,Facebook location ID,1
http://www.wikidata.org/prop/direct/P2006,ZooBank author ID,1
http://www.wikidata.org/prop/direct/P2000,CPDL ID,1
http://www.wikidata.org/prop/direct/P2180,Kansallisbiografia ID,1
http://www.wikidata.org/prop/direct/P2268,Musée d'Orsay artist ID,1
http://www.wikidata.org/prop/direct/P2277,Magdeburger Biographisches Lexikon ID,1
http://www.wikidata.org/prop/direct/P2342,AGORHA person/institution ID,1
http://www.wikidata.org/prop/direct/P2354,has list,1
http://www.wikidata.org/prop/direct/P2416,sports discipline competed in,1
http://www.wikidata.org/prop/direct/P2471,Models.com person ID,1
http://www.wikidata.org/prop/direct/P2485,FMD photographer ID,1
http://www.wikidata.org/prop/direct/P2481,Elite Prospects player ID,1
http://www.wikidata.org/prop/direct/P2538,Nationalmuseum Sweden ID,1
http://www.wikidata.org/prop/direct/P2558,autores.uy ID,1
http://www.wikidata.org/prop/direct/P2613,TED talk ID,1
http://www.wikidata.org/prop/direct/P2728,CageMatch worker ID,1
http://www.wikidata.org/prop/direct/P2741,Tate artist ID,1
http://www.wikidata.org/prop/direct/P2764,Wrestlingdata person ID,1
http://www.wikidata.org/prop/direct/P2829,Internet Wrestling Database ID,1
http://www.wikidata.org/prop/direct/P2857,WWE superstar ID,1
http://www.wikidata.org/prop/direct/P2886,Shakeosphere person ID,1
http://www.wikidata.org/prop/direct/P2977,LBT person ID,1
http://www.wikidata.org/prop/direct/P3055,NAQ elected person ID,1
http://www.wikidata.org/prop/direct/P3133,NSZL name authority ID,1
http://www.wikidata.org/prop/direct/P3217,Dictionary of Swedish National Biography ID,1
http://www.wikidata.org/prop/direct/P3226,HAS member ID,1
http://www.wikidata.org/prop/direct/P3233,PhilPeople profile,1
http://www.wikidata.org/prop/direct/P3258,LiveJournal ID,1
http://www.wikidata.org/prop/direct/P3325,student register of the University of Helsinki ID (1853–1899),1
http://www.wikidata.org/prop/direct/P3341,Kvikmyndir person ID,1
http://www.wikidata.org/prop/direct/P3468,National Inventors Hall of Fame ID,1
http://www.wikidata.org/prop/direct/P3479,Omni topic ID,1
http://www.wikidata.org/prop/direct/P3560,College Football Data Warehouse ID,1
http://www.wikidata.org/prop/direct/P3703,JMDb person or company ID,1
http://www.wikidata.org/prop/direct/P3696,Sports Reference college basketball player ID,1
http://www.wikidata.org/prop/direct/P3721,public key fingerprint,1
http://www.wikidata.org/prop/direct/P3786,Danskefilm person ID,1
http://www.wikidata.org/prop/direct/P3807,S2A3 Biographical Database ID,1
http://www.wikidata.org/prop/direct/P3812,Elle.fr person ID,1
http://www.wikidata.org/prop/direct/P3829,Publons author ID,1
http://www.wikidata.org/prop/direct/P3836,Pinterest username,1
http://www.wikidata.org/prop/direct/P3884,Tilastopaja male athlete ID,1
http://www.wikidata.org/prop/direct/P3906,Ishim ID,1
http://www.wikidata.org/prop/direct/P3913,MobyGames person ID,1
http://www.wikidata.org/prop/direct/P3943,Tumblr username,1
http://www.wikidata.org/prop/direct/P3956,National Academy of Medicine (France) member ID,1
http://www.wikidata.org/prop/direct/P4015,Vimeo ID,1
http://www.wikidata.org/prop/direct/P4138,Treasury of Lives ID,1
http://www.wikidata.org/prop/direct/P4145,Athenaeum person ID,1
http://www.wikidata.org/prop/direct/P4283,LUMIERE director ID,1
http://www.wikidata.org/prop/direct/P4300,YouTube playlist ID,1
http://www.wikidata.org/prop/direct/P4326,BFI Filmography person ID,1
http://www.wikidata.org/prop/direct/P4175,Patreon ID,1
http://www.wikidata.org/prop/direct/P4180,GujLit person ID,1
http://www.wikidata.org/prop/direct/P4177,Finnish National Gallery artist ID,1
http://www.wikidata.org/prop/direct/P4204,The Times of India topic ID,1
http://www.wikidata.org/prop/direct/P4215,nLab ID,1
http://www.wikidata.org/prop/direct/P4255,Banglapedia ID (English),1
http://www.wikidata.org/prop/direct/P4369,Cairn author ID,1
http://www.wikidata.org/prop/direct/P4456,Internet Off-Broadway Database ID (former scheme),1
http://www.wikidata.org/prop/direct/P4473,Melon artist ID,1
http://www.wikidata.org/prop/direct/P4490,Team GB athlete ID,1
http://www.wikidata.org/prop/direct/P4556,FAI ID,1
http://www.wikidata.org/prop/direct/P4590,Atomic Heritage Foundation ID,1
http://www.wikidata.org/prop/direct/P4601,Lives of WWI ID,1
http://www.wikidata.org/prop/direct/P4682,Eldoblaje original actor ID,1
http://www.wikidata.org/prop/direct/P4768,cinematografo.it name or company ID,1
http://www.wikidata.org/prop/direct/P4928,Ricorso author ID,1
http://www.wikidata.org/prop/direct/P4781,MYmovies director ID (former scheme),1
http://www.wikidata.org/prop/direct/P4779,MYmovies actor ID (former scheme),1
http://www.wikidata.org/prop/direct/P4785,MYmovies name ID (former scheme),1
http://www.wikidata.org/prop/direct/P5021,assessment,1
http://www.wikidata.org/prop/direct/P5035,Lambiek Comiclopedia artist ID,1
http://www.wikidata.org/prop/direct/P5088,Internet Encyclopedia of Philosophy ID,1
http://www.wikidata.org/prop/direct/P5121,All About Jazz musician ID,1
http://www.wikidata.org/prop/direct/P5145,Bugs! artist ID,1
http://www.wikidata.org/prop/direct/P5154,KKBox artist ID,1
http://www.wikidata.org/prop/direct/P5184,Daum Encyclopedia ID,1
http://www.wikidata.org/prop/direct/P5239,Artists in Canada record number,1
http://www.wikidata.org/prop/direct/P5243,Canal-U person ID,1
http://www.wikidata.org/prop/direct/P5259,Swedish Gravestone ID,1
http://www.wikidata.org/prop/direct/P5291,Taratata artist ID,1
http://www.wikidata.org/prop/direct/P5319,César Award person ID,1
http://www.wikidata.org/prop/direct/P5368,National Gallery of Canada artist ID,1
http://www.wikidata.org/prop/direct/P5378,Akadem person ID (former scheme),1
http://www.wikidata.org/prop/direct/P5377,Étonnants voyageurs participant ID,1
http://www.wikidata.org/prop/direct/P5430,Poetry International Web poet ID,1
http://www.wikidata.org/prop/direct/P5469,Latter-day Saint Literature database artist ID,1
http://www.wikidata.org/prop/direct/P5508,archINFORM person/group ID,1
http://www.wikidata.org/prop/direct/P5506,Poetry In Voice poet ID,1
http://www.wikidata.org/prop/direct/P5597,Artcyclopedia artist ID,1
http://www.wikidata.org/prop/direct/P5613,Bibliothèque de la Pléiade ID,1
http://www.wikidata.org/prop/direct/P5640,Read NZ Te Pou Muramura writer ID,1
http://www.wikidata.org/prop/direct/P5641,PRELIB person ID,1
http://www.wikidata.org/prop/direct/P5710,Recours au poème ID,1
http://www.wikidata.org/prop/direct/P5749,Amazon Standard Identification Number,1
http://www.wikidata.org/prop/direct/P5797,Twitch username,1
http://www.wikidata.org/prop/direct/P5859,Adelphi author ID,1
http://www.wikidata.org/prop/direct/P5870,Northern Ireland Assembly ID,1
http://www.wikidata.org/prop/direct/P5871,Norwegian war refugees register ID,1
http://www.wikidata.org/prop/direct/P5908,Geheugen van de VU person ID,1
http://www.wikidata.org/prop/direct/P5951,ComiXology creator ID,1
http://www.wikidata.org/prop/direct/P6015,Handbook of Texas ID,1
http://www.wikidata.org/prop/direct/P6016,Tennessee Encyclopedia ID,1
http://www.wikidata.org/prop/direct/P6059,Biographie vosgienne ID,1
http://www.wikidata.org/prop/direct/P6213,UK Parliament ID,1
http://www.wikidata.org/prop/direct/P6228,OesterreichWiki ID,1
http://www.wikidata.org/prop/direct/P6295,ARTIC artist ID,1
http://www.wikidata.org/prop/direct/P6371,Archives of Maryland Biographical Series ID,1
http://www.wikidata.org/prop/direct/P6520,Lokalhistoriewiki.no article ID,1
http://www.wikidata.org/prop/direct/P6559,Official Charts artist ID,1
http://www.wikidata.org/prop/direct/P6677,OpenEdition Books author ID,1
http://www.wikidata.org/prop/direct/P6758,supported sports team,1
http://www.wikidata.org/prop/direct/P6762,FilmFreeway ID,1
http://www.wikidata.org/prop/direct/P6781,ProofWiki ID,1
http://www.wikidata.org/prop/direct/P6815,University of Amsterdam Album Academicum ID,1
http://www.wikidata.org/prop/direct/P6849,DR topic ID,1
http://www.wikidata.org/prop/direct/P6903,ArtBrokerage artist ID,1
http://www.wikidata.org/prop/direct/P6918,hitparade.ch artist ID,1
http://www.wikidata.org/prop/direct/P6917,Historical Archives of the European Union ID,1
http://www.wikidata.org/prop/direct/P6914,Gaana artist ID,1
http://www.wikidata.org/prop/direct/P6912,Equipboard artist ID,1
http://www.wikidata.org/prop/direct/P6927,NME artist ID,1
http://www.wikidata.org/prop/direct/P6923,Moov artist ID,1
http://www.wikidata.org/prop/direct/P6988,Hungarian National Namespace person ID (old),1
http://www.wikidata.org/prop/direct/P7050,Album of the Year artist ID,1
http://www.wikidata.org/prop/direct/P7070,Musixmatch writer ID,1
http://www.wikidata.org/prop/direct/P7119,AMPAS collections person ID,1
http://www.wikidata.org/prop/direct/P7142,Poincaré Papers person ID,1
http://www.wikidata.org/prop/direct/P7140,München Wiki article ID,1
http://www.wikidata.org/prop/direct/P7157,The Top Tens ID,1
http://www.wikidata.org/prop/direct/P7189,Mora Artist ID,1
http://www.wikidata.org/prop/direct/P7187,Jango artist ID,1
http://www.wikidata.org/prop/direct/P7198,RauteMusik artist ID,1
http://www.wikidata.org/prop/direct/P7196,musica.com artist ID,1
http://www.wikidata.org/prop/direct/P7275,Naver VIBE artist ID,1
http://www.wikidata.org/prop/direct/P7356,DC Books author ID,1
http://www.wikidata.org/prop/direct/P7353,NTS Radio artist ID,1
http://www.wikidata.org/prop/direct/P7433,FantLab author ID,1
http://www.wikidata.org/prop/direct/P7445,Basis Wien person ID,1
http://www.wikidata.org/prop/direct/P7449,NARCIS researcher ID,1
http://www.wikidata.org/prop/direct/P7474,Online Cenotaph ID,1
http://www.wikidata.org/prop/direct/P7506,Naver Encyclopedia ID,1
http://www.wikidata.org/prop/direct/P7504,Jeugdliteratuur ID,1
http://www.wikidata.org/prop/direct/P7522,SK cinema authority ID,1
http://www.wikidata.org/prop/direct/P7553,Sinemalar person ID,1
http://www.wikidata.org/prop/direct/P7574,Swedish Royal Theater Archive,1
http://www.wikidata.org/prop/direct/P7580,AboutTheArtists artist ID,1
http://www.wikidata.org/prop/direct/P7613,Biblioteche dei filosofi ID,1
http://www.wikidata.org/prop/direct/P7663,Scienza a due voci ID,1
http://www.wikidata.org/prop/direct/P7682,National Library of New Zealand ID,1
http://www.wikidata.org/prop/direct/P7697,Maine: An Encyclopedia ID,1
http://www.wikidata.org/prop/direct/P7709,ScienceOpen author ID,1
http://www.wikidata.org/prop/direct/P7717,Vaare falne ID,1
http://www.wikidata.org/prop/direct/P7753,Projekt Gutenberg-DE author ID,1
http://www.wikidata.org/prop/direct/P7815,textove.com artist ID,1
http://www.wikidata.org/prop/direct/P7836,Livelib.ru person ID,1
http://www.wikidata.org/prop/direct/P7886,Media Arts Database ID,1
http://www.wikidata.org/prop/direct/P7898,National Aviation Hall of Fame ID,1
http://www.wikidata.org/prop/direct/P7918,Médias 19 ID,1
http://www.wikidata.org/prop/direct/P7934,Irish playography person ID,1
http://www.wikidata.org/prop/direct/P7944,DoME artist ID,1
http://www.wikidata.org/prop/direct/P8037,Filmfront person ID (archived),1
http://www.wikidata.org/prop/direct/P8172,Sejm-Wielki.pl profile ID,1
http://www.wikidata.org/prop/direct/P8292,AusStage person ID,1
http://www.wikidata.org/prop/direct/P8290,Archivio Storico Ricordi person ID,1
http://www.wikidata.org/prop/direct/P8367,Legacy.com person ID,1
http://www.wikidata.org/prop/direct/P8511,Fototeka person ID,1
http://www.wikidata.org/prop/direct/P8504,Science Fiction Awards Database author ID,1
http://www.wikidata.org/prop/direct/P8534,SPLC individual ID,1
http://www.wikidata.org/prop/direct/P8547,BHF author ID,1
http://www.wikidata.org/prop/direct/P8569,YIVO Encyclopedia of Jews in Eastern Europe ID,1
http://www.wikidata.org/prop/direct/P8590,Jewish Encyclopedia ID,1
http://www.wikidata.org/prop/direct/P8589,Carl-Maria-von-Weber-Gesamtausgabe ID,1
http://www.wikidata.org/prop/direct/P8585,FIPRESCI person ID,1
http://www.wikidata.org/prop/direct/P8637,L'Officiel des spectacles ID,1
http://www.wikidata.org/prop/direct/P8669,Encyclopaedia Beliana ID,1
http://www.wikidata.org/prop/direct/P8672,X topic ID,1
http://www.wikidata.org/prop/direct/P8686,Biographical Dictionary of Fourierism ID,1
http://www.wikidata.org/prop/direct/P8713,Stadtwiki Dresden article,1
http://www.wikidata.org/prop/direct/P8783,AAGM person or institution ID,1
http://www.wikidata.org/prop/direct/P8777,NCAA Statistics coach ID,1
http://www.wikidata.org/prop/direct/P8805,LIMIS person ID,1
http://www.wikidata.org/prop/direct/P8826,edition humboldt digital ID,1
http://www.wikidata.org/prop/direct/P8839,hairstyle / hairlength,1
http://www.wikidata.org/prop/direct/P8832,PAN member,1
http://www.wikidata.org/prop/direct/P8854,Salzburgwiki ID,1
http://www.wikidata.org/prop/direct/P8895,All the Tropes article ID,1
http://www.wikidata.org/prop/direct/P8944,Archivio dei possessori ID,1
http://www.wikidata.org/prop/direct/P8969,CINE21 person ID,1
http://www.wikidata.org/prop/direct/P8999,Lexikon zum Literatur- und Kulturbetrieb im Österreich der Zwischenkriegszeit ID,1
http://www.wikidata.org/prop/direct/P9044,GEPRIS Historisch person ID,1
http://www.wikidata.org/prop/direct/P9049,ICCD agent ID,1
http://www.wikidata.org/prop/direct/P9102,CineFanRo person ID,1
http://www.wikidata.org/prop/direct/P9129,Data Collection of the Hungarian Peerage ID,1
http://www.wikidata.org/prop/direct/P9163,Obrazi slovenskih pokrajin ID,1
http://www.wikidata.org/prop/direct/P9181,Germanistenverzeichnis ID,1
http://www.wikidata.org/prop/direct/P9287,Cyprus Bibliography ID,1
http://www.wikidata.org/prop/direct/P9285,Stadtlexikon Karlsruhe ID,1
http://www.wikidata.org/prop/direct/P9307,Fancyclopedia 3 ID,1
http://www.wikidata.org/prop/direct/P9304,Encyclopedia of Melbourne ID,1
http://www.wikidata.org/prop/direct/P9324,BiographySampo person ID,1
http://www.wikidata.org/prop/direct/P9469,Singers.com ID,1
http://www.wikidata.org/prop/direct/P9510,Forbes Russia profile ID,1
http://www.wikidata.org/prop/direct/P9545,Encyclopedia of China (Second Edition) ID,1
http://www.wikidata.org/prop/direct/P9556,LTit person ID,1
http://www.wikidata.org/prop/direct/P9575,Australian Music Centre artist ID,1
http://www.wikidata.org/prop/direct/P9621,Treccani's Enciclopedia della Matematica ID,1
http://www.wikidata.org/prop/direct/P9642,Olschki author ID,1
http://www.wikidata.org/prop/direct/P9640,PAS member ID,1
http://www.wikidata.org/prop/direct/P9670,ZKM person ID,1
http://www.wikidata.org/prop/direct/P9694,VK Music artist ID,1
http://www.wikidata.org/prop/direct/P9692,LexM ID,1
http://www.wikidata.org/prop/direct/P9713,Swedish National Archive agent ID,1
http://www.wikidata.org/prop/direct/P9756,Schoenberg Database of Manuscripts name ID,1
http://www.wikidata.org/prop/direct/P9768,Women Also Know History ID,1
http://www.wikidata.org/prop/direct/P9791,ASEE person ID,1
http://www.wikidata.org/prop/direct/P9852,Media Bias/Fact Check ID,1
http://www.wikidata.org/prop/direct/P9871,INAPP author ID,1
http://www.wikidata.org/prop/direct/P9864,Télé-Loisirs ID,1
http://www.wikidata.org/prop/direct/P9937,Postimees topic ID,1
http://www.wikidata.org/prop/direct/P9956,IRIS Sapienza author ID,1
http://www.wikidata.org/prop/direct/P9975,Vokrug sveta article ID,1
http://www.wikidata.org/prop/direct/P10006,AllSides ID,1
http://www.wikidata.org/prop/direct/P10012,NSW Parliament member ID,1
http://www.wikidata.org/prop/direct/P10149,Original Esperanto Literature author ID,1
http://www.wikidata.org/prop/direct/P10166,Kinobaza person ID,1
http://www.wikidata.org/prop/direct/P10163,Kinomania.ru actor ID,1
http://www.wikidata.org/prop/direct/P10180,Genie artist ID,1
http://www.wikidata.org/prop/direct/P10189,Bloomsbury Fashion Central ID,1
http://www.wikidata.org/prop/direct/P10194,oKino.ua actor ID,1
http://www.wikidata.org/prop/direct/P10235,LocalWiki ID,1
http://www.wikidata.org/prop/direct/P10252,Digital Mechanism and Gear Library ID,1
http://www.wikidata.org/prop/direct/P10283,OpenAlex ID,1
http://www.wikidata.org/prop/direct/P10291,Wikisimpsons article ID,1
http://www.wikidata.org/prop/direct/P10305,StarHit ID,1
http://www.wikidata.org/prop/direct/P10337,doollee.com playwright ID,1
http://www.wikidata.org/prop/direct/P10410,QQ Music artist ID,1
http://www.wikidata.org/prop/direct/P10419,LastDodo-area-ID,1
http://www.wikidata.org/prop/direct/P10428,parliament.uk member ID,1
http://www.wikidata.org/prop/direct/P10445,NetEase Music artist ID,1
http://www.wikidata.org/prop/direct/P10518,ICCROM authority ID,1
http://www.wikidata.org/prop/direct/P10646,ARTEINFORMADO person ID,1
http://www.wikidata.org/prop/direct/P10699,FamousFix topic ID,1
http://www.wikidata.org/prop/direct/P10813,Proza.ru author ID,1
http://www.wikidata.org/prop/direct/P10895,Broadway World person ID,1
http://www.wikidata.org/prop/direct/P10900,Telmore Musik artist ID,1
http://www.wikidata.org/prop/direct/P11079,Linktree ID,1
http://www.wikidata.org/prop/direct/P11090,Boomplay artist ID,1
http://www.wikidata.org/prop/direct/P11152,Léonore Web ID,1
http://www.wikidata.org/prop/direct/P11193,Piraeus Bank Group Cultural Foundation Library (B) ID,1
http://www.wikidata.org/prop/direct/P11233,SciSpace author ID,1
http://www.wikidata.org/prop/direct/P11434,ComingSoon.it person ID,1
http://www.wikidata.org/prop/direct/P11454,Afisha person ID,1
http://www.wikidata.org/prop/direct/P11556,credits URL,1
http://www.wikidata.org/prop/direct/P11613,SACEM Museum artist ID,1
http://www.wikidata.org/prop/direct/P11818,Modern History Database person ID,1
http://www.wikidata.org/prop/direct/P11892,Threads username,1
http://www.wikidata.org/prop/direct/P12046,ADVN ID,1
http://www.wikidata.org/prop/direct/P12192,SWERIK ID,1
http://www.wikidata.org/prop/direct/P12214,Akadem person ID,1
http://www.wikidata.org/prop/direct/P12365,HistoryMakers Maker Directory ID,1
http://www.wikidata.org/prop/direct/P12426,Sundance Institute Archive person ID,1
http://www.wikidata.org/prop/direct/P12502,UCA authority ID,1
http://www.wikidata.org/prop/direct/P12599,arch2.iofe.center person ID,1
http://www.wikidata.org/prop/direct/P12595,National Library of Uruguay authority ID,1
http://www.wikidata.org/prop/direct/P12614,az.lib.ru author ID,1
http://www.wikidata.org/prop/direct/P12688,Jerusalem Film Cinematheque person ID,1
http://www.wikidata.org/prop/direct/P12880,Filmová databáze person ID,1
http://www.wikidata.org/prop/direct/P12936,Slekt og Data grave ID,1
http://www.wikidata.org/prop/direct/P13092,KISTI institute ID,1
http://www.wikidata.org/prop/direct/P13107,Monument Counter ID,1
http://www.wikidata.org/prop/direct/P13155,Reg-Arts artist ID,1
http://www.wikidata.org/prop/direct/P12975,Lexikon der Mathematik entry ID,1
http://www.wikidata.org/prop/direct/P12984,Stadtwiki Karlsruhe ID,1
http://www.wikidata.org/prop/direct/P13058,Madelen person ID,1
http://www.wikidata.org/prop/direct/P13227,Beaux-Arts ID,1
http://www.wikidata.org/prop/direct/P13239,Database of Canada's Early Women Writers ID,1
http://www.wikidata.org/prop/direct/P13280,University of Pécs Almanac ID,1
http://www.wikidata.org/prop/direct/P13300,New York Post topic ID,1
http://www.wikidata.org/prop/direct/P13311,Digital Scriptorium Catalog item ID,1
http://www.wikidata.org/prop/direct/P13337,domain name,1
http://www.wikidata.org/prop/direct/P13439,Helden van het Verzet person ID,1
http://www.wikidata.org/prop/direct/P13443,Congressional Medal of Honor Society recipient ID,1
http://www.wikidata.org/prop/direct/P13480,SearchCulture.gr ID,1
http://www.wikidata.org/prop/direct/P13565,Encyclopedia of the Serbian National Theatre ID,1
http://www.wikidata.org/prop/direct/P13573,Repertorium kleine politieke partijen 1918-1967 (Person),1
http://www.wikidata.org/prop/direct/P13568,Substack handle,1
http://www.wikidata.org/prop/direct/P13596,Polish Music Library PBM ID,1
http://www.wikidata.org/prop/direct/P13606,15min.lt theme ID,1
